<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
10YATY.B,D,20260306,000000,3.137,3.191,3.119,3.163,0,0
